"Adelaide Hills Library Service - Coventry Library, Stirling","63 Mount Barker Rd, Stirling  5152",8408 0420,library@ahc.sa.gov.au,http://www.ahc.sa.gov.au,NULL,"Tues, Wed, Fri 10am - 6pm, Thurs 1pm - 8pm, Sat 10am - 5pm, Sun 1pm - 5pm After hours returns available",Adelaide Hills Council,138.717713,-35.005619
Adelaide Hills Library Service - Gumeracha,"Civic Centre, Albert Road, Gumeracha  5233",8389 1455,library@ahc.sa.gov.au,http://www.ahc.sa.gov.au,NULL,"Tues 10am - 5pm, Fri 10am - 5pm, Sat 10am - 1pm After hours returns available",Adelaide Hills Council,138.886317,-34.822054
Adelaide Hills Library Service - Mobile Library,NULL,8408 0420,library@ahc.sa.gov.au,http://www.ahc.sa.gov.au,NULL,"Schedule available via the website, at Adelaide Hills Council Libraries or tel. 8408 0420. The Mobile Library Service will be cancelled on days with a fire danger rating of Catastrophic for the Mount Lofty Ranges",Adelaide Hills Council,138.87503,-34.95398
Adelaide Hills Library Service - Woodside,"26 Onkaparinga Valley Rd, Woodside  5244",8408 0520,library@ahc.sa.gov.au,http://www.ahc.sa.gov.au,NULL,Mon -  Wed & Fri 9am-5pm Thurs 9am-8pm Sat 10am-2pm After hours returns available,Adelaide Hills Council,138.875875,-34.950428
Port Lincoln Public Library,"2 London St, Port Lincoln  5606",8688 3622,NULL,http://www.portlincoln.sa.gov.au,A joint-use library managed by TAFE SA Port Lincoln Campus and City of Port Lincoln,"Mon, Tues, Thurs, Fri 9am - 5pm, Wed 9am - 7pm, Sun 1pm - 4.30pm After hours returns available",City Of Port Lincoln,135.866087,-34.723835
Salisbury Library Service - Ingle Farm,"Beovich Rd, Ingle Farm  5098",8265 4717,library@salisbury.sa.gov.au,http://www.salisburylibrary.sa.gov.au,NULL,"Mon - Wed, Fri 9.30am - 5.30pm, Thurs 9.30am - 8pm, Sat 9.30am - 3.30pm, Sun 1.30pm - 4.30pm",City Of Salisbury,138.642168,-34.830108
Salisbury Library Service - Len Beadell Library,"55 John St, Salisbury  5108","8406 8283, 8406 8284",library@salisbury.sa.gov.au,http://www.salisburylibrary.sa.gov.au,NULL,"Mon - Wed, Fri 9.30am - 5.30pm Thurs 9.30am - 8pm Sat 9.30am - 3.30pm Sun 1.30pm - 4.30pm After hours returns available",City Of Salisbury,138.645384,-34.76283
Salisbury Library Service - Mawson Lakes,"2-8 Main St, Mawson Lakes  5095",8302 5555,library@salisbury.sa.gov.au,http://www.salisburylibrary.sa.gov.au,NULL,"Mon, Wed, Fri 9.30am - 5pm, Tues, Thurs 9.30am - 7pm, Sat 10am - 4pm, Sun 2pm - 5pm, After hours returns available",City Of Salisbury,138.617303,-34.810771
Salisbury Library Service - Para Hills,"Wilkinson Rd, Para Hills  5096",8264 2512,library@salisbury.sa.gov.au,http://www.salisburylibrary.sa.gov.au,NULL,"Mon, Wed, Fri 9.30am - 5pm, Tues, 9.30am - 2pm, Thurs 2.30pm - 7pm, Sat 10am - 1pm",City Of Salisbury,138.652675,-34.811121
Salisbury Library Service - Salisbury West,"Hollywood Blvd, Salisbury Downs  5108",8258 2788,library@salisbury.sa.gov.au,http://www.salisburylibrary.sa.gov.au,NULL,"Mon - Wed, Fri 9.30am - 5.30pm, Thurs 9.30am - 8pm, Sat 9.30am - 12.30pm",City Of Salisbury,138.623376,-34.769554
Tea Tree Gully Public Library,"571 Montague Rd, Modbury  5092",8397 7333,library@cttg.sa.gov.au,http://www.ttglibrary.sa.gov.au,NULL,"Mon, Wed 10am - 8pm, Tues, Thurs - Sat 10am - 5pm, Sun 1pm - 5pm After hours returns available",City Of Tea Tree Gully,138.690034,-34.82832
Port Adelaide Enfield Public Library Service - Enfield,"1 Kensington Cres, Enfield  5085",8405 6530,libmail@portenf.sa.gov.au,http://www.portenf.sa.gov.au,NULL,"Mon - Wed 9.30am - 5.30pm, Thurs 9.30am - 8pm, Fri 10am - 5.30pm, Sat 9.30am - 1pm, Sun 1.30pm - 5pm",City Of Port Adelaide Enfield,138.60164,-34.85329
Port Adelaide Enfield Public Library Service - Greenacres,"2 Fosters Rd, Greenacres  5086",8405 6540,libmail@portenf.sa.gov.au,http://www.portenf.sa.gov.au,NULL,"Mon - Wed 9.30am - 5.30pm, Thurs 9.30am - 8pm, Fri 10am - 5.30pm, Sat 9.30am - 1pm, Sun 1.30pm - 5pm",City Of Port Adelaide Enfield,138.637401,-34.870205
Port Adelaide Enfield Public Library Service - Parks,"2 - 46 Cowan St, Angle Park  5010",8243 5691,libmail@portenf.sa.gov.au,http://www.portenf.sa.gov.au,NULL,"Mon, Tues, Wed 9.30am - 5.30pm, Thurs 9.30am - 8pm, Fri 10am - 5.30pm, Sat Closed, Sun 1.30pm - 5pm",City Of Port Adelaide Enfield,138.558143,-34.858087
Port Adelaide Enfield Public Library Service - Port Adelaide,"2 - 4 Church St, Port Adelaide  5015",8405 6580,libmail@portenf.sa.gov.au,http://www.portenf.sa.gov.au,NULL,"Mon - Wed 9.30am - 5.30pm, Thurs 9.30am - 8pm, Fri 10am - 5.30pm, Sat 9.30am - 4pm",City Of Port Adelaide Enfield,138.503389,-34.847382
Port Adelaide Enfield Public Library Service - Semaphore,"14 Semaphore Rd, Semaphore  5019",8405 6570,libmail@portenf.sa.gov.au,http://www.portenf.sa.gov.au,NULL,"Mon - Wed 9.30am - 5.30pm, Thurs 9.30am - 8pm, Fri 10am - 5.30pm, Sat 9.30am - 1pm, Sun 1.30pm - 5pm",City Of Port Adelaide Enfield,138.481176,-34.838816
"Charles Sturt Library Service - Civic, Woodville","72 Woodville Rd, Woodville  5011",8408 1333,library@charlessturt.sa.gov.au,http://www.charlessturt.sa.gov.au,NULL,"Mon - Thurs 10am - 5.30pm, Fri 10am - 8pm, Sat 9.15am - 12 noon, Sun 1.30pm - 4.30pm, After hours returns available",City Of Charles Sturt,138.537746,-34.878728
Charles Sturt Library Service - Findon,"Findon Shopping Centre, cnr Findon Rd and Grange Rd, Findon  5023",8408 1333,library@charlessturt.sa.gov.au,http://www.charlessturt.sa.gov.au,NULL,"Mon, Tues, Fri 10am - 5.30pm, Wed 10am - 5.30pm, Thurs 10am - 8pm, Sat 9.15am - 1pm, After hours returns available",City Of Charles Sturt,138.530333,-34.904814
Charles Sturt Library Service - Henley Beach,"378 Seaview Rd, Henley Beach  5022",8408 1333,library@charlessturt.sa.gov.au,http://www.charlessturt.sa.gov.au,NULL,"Tues, Thurs, Fri 10am - 5.30pm, Wed 1pm - 8pm, Sat 9.30am - 12 noon, Sun 1.30pm - 4pm, After hours returns available",City Of Charles Sturt,138.493863,-34.916882
Charles Sturt Library Service - Hindmarsh,"139 Port Rd, Hindmarsh  5007",8408 1333,library@charlessturt.sa.gov.au,http://www.charlessturt.sa.gov.au,NULL,"Mon - Fri 10am - 7pm, Sat 12.30pm - 4.30pm, After hours returns available",City Of Charles Sturt,138.573568,-34.905744
Charles Sturt Library Service - West Lakes,"Cnr Brebner Dr & West Lakes Blvd, West Lakes  5021",8408 1333,library@charlessturt.sa.gov.au,http://www.charlessturt.sa.gov.au,NULL,"Mon - Wed, Fri 8.30am - 5.30pm, Thurs 8.30am - 8pm, Sat 9.15am - 5pm, Sun 1.30pm - 4.30pm, After hours returns available",City Of Charles Sturt,138.49221,-34.876821
Campbelltown Public Library,"171 Montacute Rd, Newton  5074",8366 9299,library@campbelltown.sa.gov.au,www.campbelltown.sa.gov.au,Bus ticket purchase and public telephone available,"Mon 10am-6pm Tues 9.30am - 8pm Wed, Thurs 9.30am - 6pm Fri 9.30am - 8pm Sat 9.30am-2pm Sun 1pm-5pm After hours returns available Closed all public holidays",Campbelltown City Council,138.678339,-34.887884
Prospect Public Library,"Thomas St Centre, Nailsworth  5083",8342 8170,admin@prospect.sa.gov.au,http://www.prospect.sa.gov.au,NULL,"Tues 10.15am - 8.30pm, Wed - Fri 10.15am - 6pm, Sat 9am - 4pm, Sun 2pm - 5pm, Closed Mon. After hours returns available",The City Of Prospect,138.602963,-34.882503
Walkerville Library,"62 Walkerville Tce, Gilberton  5081",8342 7150,NULL,http://www.walkerville.sa.gov.au,NULL,"Mon, Tues, Thurs, Fri 9am - 5pm, Wed 9am - 8pm, Sat 9.15am - 12 noon, Sun 2.30pm - 5pm",The Corporation Of The Town Of Walkerville,138.614768,-34.897871
Norwood Public Library,"110 The Parade, Norwood  5067",8366 4546,townhall@npsp.sa.gov.au,www.npsp.sa.gov.au/site/page.cfm?u=241,NULL,"Tues, Wed 1pm - 5.30pm, Thurs 1pm - 9pm, Fri 9.30am - 5.30pm, Sat 9am - 12 noon, Sun 2pm - 5pm, After hours returns available Mon - Fri 9am - 5pm",The City Of Norwood Payneham And St Peters,138.631677,-34.921679
Payneham Public Library,"2 Turner St, Felixstow  5070",8336 0333,townhall@npsp.sa.gov.au,http://www.npsp.sa.gov.au,NULL,"Mon, Thurs 10am - 8pm, Wed, Fri 10am - 6pm, Sat 9am -12 noon, After hours returns available",The City Of Norwood Payneham And St Peters,138.64266,-34.891354
St Peters Public Library,"101 Payneham Rd, St Peters  5069",8334 0200,townhall@npsp.sa.gov.au,www.npsp.sa.gov.au/site/page.cfm?u=241,NULL,"Mon, Thurs, Fri 10.30am - 6pm, Tues 10.30am - 9pm, Sat 9.30am - 12 noon, Sun 2pm - 5pm After hours returns at rear of library",The City Of Norwood Payneham And St Peters,138.626796,-34.910843
Mount Barker Community Library,"5 Dumas St, Mount Barker  5251",8391 7312,library@dcmtbarker.sa.gov.au,http://www.dcmtbarker.sa.gov.au,NULL,"Mon 9am - 7pm, Tues, Wed, Fri 9am - 5pm, Thurs 9am - 8pm, Sat 9am - 4pm, Toy library: Tues, Wed, Fri 11am - 12.30pm, Thurs 11am - 12.30pm, 3pm - 4.30pm, 6pm - 8pm",The Dc Of Mount Barker,138.854722,-35.069676
Adelaide City Council Library Service - Grote Street,"18 Grote St, Adelaide  5000",8203 7990,library@adelaidecitycouncil.com,http://www.adelaidecitycouncil.com/library,NULL,"Mon - Thurs 10am - 6pm, Fri 10am - 8pm, Sat 11am - 3pm After hours returns available",Adelaide City Council,138.598398,-34.928407
Adelaide City Council Library Service - Hutt Street,"235 Hutt St, Adelaide  5000",8203 7990,library@adelaidecitycouncil.com,http://www.adelaidecitycouncil.com/library,NULL,"Mon - Wed, Fri 10am - 6pm, Thurs 10am - 8pm, Sat 11am - 2pm After hours returns available",Adelaide City Council,138.612019,-34.933484
Adelaide City Council Library Service - North Adelaide,"176 Tynte St, North Adelaide  5006",8203 7990,library@adelaidecitycouncil.com,http://www.adelaidecitycouncil.com/library,NULL,"Mon - Wed, Fri 10am - 6pm, Thurs 10am - 8pm, Sat 11am - 2pm After hours returns available",Adelaide City Council,138.593762,-34.906003
Adelaide City Council Library Service - North Terrace,"Corner of North Tce & Kintore Ave, Adelaide  5000",8203 7990,library@adelaidecitycouncil.com,http://www.adelaidecitycouncil.com/library,NULL,"Mon - Fri 10am - 6pm, Sat, Sun 12 noon - 5pm After hours returns available in Kintore Avenue",Adelaide City Council,138.599137,-34.921568
West Torrens Library Service,"1 Brooker Tce, Hilton  5033",8416 6228,library@wtcc.sa.gov.au,http://www.westtorrens.sa.gov.au/Library,NULL,"Mon, Tues, Fri 10am - 6pm Wed 8am - 6pm Thurs 10am - 8pm Sat 10am - 4pm Sun 1pm - 4pm",City Of West Torrens,138.56192,-34.933962
West Torrens Library Service - Mobile Library,"1 Brooker Tce, Hilton  5033",8416 6228,library@wtcc.sa.gov.au,http://www.westtorrens.sa.gov.au/Library,"Visits the suburbs of Brooklyn Park, Camden Park, Fulham, Glandore, Glenelg North, Keswick, Kurralta Park, Lockleys, Marleston, Netley, North Plympton, Novar Gardens, Plympton, Torrensville and West Beach","Mon, Wed - Sat. Closed Tues",City Of West Torrens,138.56192,-34.933962
Burnside Library & Information Service,"401 Greenhill Rd, Tusmore  5065",8366 4280,library@burnside.sa.gov.au,http://www.burnside.sa.gov.au,NULL,"Mon - Wed, Fri 9.30am - 6pm, Thurs 9.30am - 9pm, Sat 10am - 4pm, Sun 2pm - 5pm After hours returns at rear of library in Hyde Street",City Of Burnside,138.643168,-34.938434
Burnside Library - Toy Library,Middle of Glenunga Reserve L'Estrange Street GLENUNGA  SA  5064,(08) 8338 4131,hwright@burnside.sa.gov.au,http://www.burnside.sa.gov.au/goto/Toylibrary,NULL,NULL,City Of Burnside,138.635567,-34.947116
Murray Bridge Public Library,"Level 2, Murray Bridge Market Place, Murray Bridge  5253",8539 1175,library@rcmb.sa.gov.au,http://library.rcmb.sa.gov.au,"Mother's room available with lounge, baby change table and hand washing facilities","Mon - Thurs 9.30am - 6pm, Fri 9.30am - 8pm, Sat 9.30am - 1pm",The Rural City Of Murray Bridge,139.27867,-35.118615
Unley Library Service,"181 Unley Rd, Unley  5061",8372 5100. Toy library: 8372 5174,pobox1@unley.sa.gov.au,http://www.unley.sa.gov.au,NULL,"Mon 1pm - 6pm, Tues, Wed, Fri 10am - 6pm, Thurs 10am - 8pm, Sat 10am - 4pm, Sun 2pm - 5pm, After hours returns available, Also see Goodwood and Fullarton Park branches",City Of Unley,138.625088,-34.957721
Unley Library Service - Fullarton Park,"411 Fullarton Rd, Fullarton Park  5063",8372 5167,pobox1@unley.sa.gov.au,http://www.unley.sa.gov.au,NULL,"Mon 11am - 1pm, Tues 12.30pm - 3pm, Thurs 10am - 1pm",City Of Unley,138.589798,-34.950801
Unley Library Service - Goodwood,"101 Goodwood Rd, Goodwood  5034",8372 5166,pobox1@unley.sa.gov.au,http://www.unley.sa.gov.au,NULL,"Mon 10.30am - 5pm, Tues 10am - 6pm, Wed 1pm - 5pm, Thurs 10am - 6pm, Fri 10am - 5pm, Sat 10am - 1pm, After hours returns available",City Of Unley,138.607822,-34.950763
Marion Library Service - Cultural Centre Library,"Marion Cultural Centre 287 Diagonal Road, Oaklands Park  5046",8375 6785,marionlibrary@marion.sa.gov.au,http://www.marion.sa.gov.au,NULL,"Mon, Tues, Thurs, Fri 10am - 8pm, Wed 10am - 6pm, Sat 10am - 4pm, Sun 1pm - 4pm",City Of Marion,138.543298,-35.013629
Marion Library Service - Hallett Cove,"1 Zwerner Dr, Hallett Cove  5158",8375 6755,marionlibrary@marion.sa.gov.au,http://www.marion.sa.gov.au,NULL,"Tues, Wed, Fri 10am - 5pm, Thurs 10am - 8pm, Sat 10am - 4pm, Sun 1pm - 4pm",City Of Marion,138.516156,-35.076796
Marion Library Service - Park Holme,"Duncan Ave, Park Holme  5043",8375 6745,marionlibrary@marion.sa.gov.au,http://www.marion.sa.gov.au,NULL,"Mon, Tues, Thurs, Fri 10am - 5pm, Wed 10am - 8pm, Sat 10am - 4pm",City Of Marion,138.555492,-34.991808
Holdfast Bay Library Service - Brighton,"20 Jetty Rd, Brighton  5048",8229 9988,blibrary@holdfast.sa.gov.au,http://www.holdfast.sa.gov.au/libraries,NULL,"Mon, Thurs, Fri 9am - 5pm, Tues 9am - 7pm, Sat 9am - 1pm After hours returns available",City Of Holdfast Bay,138.520092,-35.016759
Holdfast Bay Library Service - Glenelg,"2 Colley Tce, Glenelg  5045",8295 2580,glibrary@holdfast.sa.gov.au,http://www.holdfast.sa.gov.au/libraries,NULL,"Mon, Tues, Thurs, Fri 9am - 5pm, Wed 9am - 7pm, Sat 9am - 1pm, Sun 1pm - 4pm After hours returns available",City Of Holdfast Bay,138.512086,-34.97977
Blackwood Library,"215 Main Rd, Blackwood  5051",NULL,library@mitchamcouncil.sa.gov.au,http://www.mitchamcouncil.sa.gov.au,Library Community Bus provides monthly service on Mondays to Mitcham and Blackwood Libraries.,"Mon - Wed 10am - 5.30pm, Thurs 10am - 8pm, Fri 10am - 2pm, Sat 10am - 4pm, Sun 2pm - 5pm Closed public holidays, Blackwood Library closed on all Extreme and Catastrophic Fire Danger Days declared in the Mount Lofty Ranges Fire Ban District",City Of Mitcham,138.616774,-35.018041
Mitcham Library,"154 Belair Rd, Hawthorn  5062",8372 8244,library@mitchamcouncil.sa.gov.au,http://www.mitchamcouncil.sa.gov.au,Library Community Bus provides monthly service on Mondays to Mitcham and Blackwood Libraries,"Mon, Tues, Thurs 10am - 5.30pm, Wed 10am - 8pm, Fri 10am - 2pm, Sat 10am - 4pm, Sun 2pm - 5pm Closed public holidays After hours returns available",City Of Mitcham,138.608712,-34.972883
Lameroo School Community Library,"1 Bews Tce, Lameroo  5302",8576 3490,lameroo.library@plain.sa.gov.au,http://bookmark.central.sa.edu.au/mln.htm,NULL,"School terms: Mon 9am - 4pm, Tues - Fri 9am - 6pm School holidays: Tues, Wed, Fri 11.30am - 6pm, Thurs 10am - 1pm",Southern Mallee Dc,140.520929,-35.331193
Pinnaroo School Community Library,"Bundey Tce, Pinnaroo  5304",8577 8176,blacksell.tiffany@plain.sa.gov.au,http://www.libraries.sa.gov.au,NULL,"School terms: Mon 9am - 4pm, Tues 10am - 3.30pm, Wed 9am - 4pm, Thurs, Fri 9am - 7pm, School holidays: Tues 10am - 3.30pm, Wed 10am - 4pm, Thurs, Fri 10.30am - 7pm, After hours returns available",Southern Mallee Dc,140.905131,-35.257471
Onkaparinga Library Service - Aldinga,"Aldinga Central Shopping Centre, Aldinga Beach  5173",8384 0022,libraries@onkaparinga.sa.gov.au,http://www.onkaparingacity.com/libraries,NULL,"Mon - Wed, Fri 10am - 5pm, Thurs 10am - 8pm, Sat 9am - 12 noon, after hours returns chute available",City Of Onkaparinga,138.457717,-35.278659
Onkaparinga Library Service - Hub Library,"Hub Dr, Aberfoyle Park  5159",8384 0100,libraries@onkaparinga.sa.gov.au,www.onkaparingacity.com/libraries,Joint use library.,"Mon, Tues, Fri 9.30am - 6pm, Wed, Thurs 9.30am - 8pm, Sat 10am - 3pm, Sun 2pm - 5pm,  after hours returns chute available",City Of Onkaparinga,138.595907,-35.075941
Onkaparinga Library Service - Noarlunga,"Hannah Rd, Noarlunga Centre  5168",8384 0655,libraries@onkaparinga.sa.gov.au,www.onkaparingacity.com/libraries,NULL,"Mon - Thurs 10am - 8pm, Fri 10am - 5pm, Sat 10am - 4pm",City Of Onkaparinga,138.495153,-35.139285
Onkaparinga Library Service - Seaford,"Grand Blvd, Seaford  5169",8384 0044,libraries@onkaparinga.sa.gov.au,www.onkaparingacity.com/libraries,Joint use library. ,"Mon - Wed, Fri 9am - 5pm, Thurs 12 noon - 8pm, Sat 9am - 12 noon, after hours returns chute available",City Of Onkaparinga,138.481119,-35.186949
Onkaparinga Library Service - Willunga,"St Peter's Tce, Willunga  5172",8384 0006,libraries@onkaparinga.sa.gov.au,http://www.onkaparingacity.com/libraries,Joint use with Council Customer Service office.,"Mon - Wed, Fri 8.30am - 5pm, Thurs 8.30am - 6pm, Sun 2pm - 5pm, after hours returns chute available",City Of Onkaparinga,138.557106,-35.27343
Onkaparinga Library Service - Woodcroft,"Woodcroft Community Centre, Morphett Vale  5162",8384 0050,libraries@onkaparinga.sa.gov.au,www.onkaparingacity.com/libraries,NULL,"Mon - Wed and Fri 10am - 5.30pm, Thurs 10am - 8pm and Sun 1pm - 4pm, after hours chute available",City Of Onkaparinga,138.545844,-35.113479
Alexandrina Library Service - Goolwa,"11 Cadell St, Goolwa  5214",8555 7000,glibrary@alexandrina.sa.gov.au,http://www.alexandrina.sa.gov.au,NULL,"Mon - Fri 9am - 5pm, Sat 9am - 12 noon After hours returns available",Alexandrina Council,138.782243,-35.501857
Alexandrina Library Service - Milang Depot,"Institute Bldg, Coxe St, Milang  5256",8555 7000,glibrary@alexandrina.sa.gov.au,http://www.alexandrina.sa.gov.au,NULL,"Mon 3pm - 5pm, Fri 9.30am - 12 noon Open Wed 10am - 12 noon when a public holiday occurs on Mon or Fri After hours returns available",Alexandrina Council,138.969559,-35.407214
Alexandrina Library Service - Mount Compass Depot,"Mount Compass Area School, School Rd, Mount Compass  5210",8555 7000,glibrary@alexandrina.sa.gov.au,http://www.alexandrina.sa.gov.au,NULL,School terms: Mon - Fri 8.45am - 4.15pm School holidays: Wed 10am - 12 noon After hours returns available,Alexandrina Council,138.619788,-35.348793
Alexandrina Library Service - Port Elliot Depot,"16 The Strand, Port Elliot  5212",8555 7000,glibrary@alexandrina.sa.gov.au,http://www.alexandrina.sa.gov.au,NULL,"Wed 2pm - 4.30pm, Sat 9.30am - 12 noon After hours returns available",Alexandrina Council,138.681952,-35.532837
Strathalbyn School Community Library,"1 Colman Tce, Strathalbyn  5255",8555 7000,glibrary@alexandrina.sa.gov.au,http://www.alexandrina.sa.gov.au,NULL,"Mon - Fri 9am - 5pm,  Sat 9am - 12 noon",Alexandrina Council,138.901158,-35.257564
Coomandook School Community Library,"Dukes Hwy, Coomandook  5261",8573 3196,coomandook.library@plain.sa.gov.au,http://www.coomyas.sa.edu.au/library,NULL,"School terms: Mon - Thurs 8.30am - 4.15pm, Fri 8.30am - 4pm School holidays: Tues - Thurs 9.30am - 4.30pm",Coorong Dc,139.672809,-35.464795
Meningie School Community Library,"1 North Tce, Meningie  5264",8575 1106,NULL,http://www.libraries.sa.gov.au,NULL,"School terms: Mon 9am - 4.30pm, Tues - Fri 9am - 5.30pm, Sat 10am - 1pm School holidays: Tues - Fri 10.30am - 1pm, 2pm - 5pm, Sat 10am - 1pm",Coorong Dc,139.340938,-35.684056
Tailem Bend School Community Library,"1 Murray St, Tailem Bend  5260",8572 3266,library@tailembdps.sa.edu.au,http://www.libraries.sa.gov.au,NULL,"School terms: Mon, Wed, Fri 9am-5pm Tue, Thur 9am-4pm School holidays: Mon, Wed, Fri 9am-12pm, 2pm -5pm, Tue, Thurs closed ",Coorong Dc,139.455613,-35.256277
Tintinara Coonalpyn Community Library,"Wendt Tce, Tintinara  5266",8757 2120,lawless.wendy@plain.sa.gov.au,http://www.libraries.sa.gov.au,NULL,"School terms: Mon - Fri 8.30am - 5pm School holidays: Wed - Fri 8.30am - 5pm, closed 1pm - 1.30pm",Coorong Dc,140.057243,-35.881569
Yankalilla School Community Library,"207 Main Rd, Yankalilla  5203",8558 2043,yankalilla.library@plain.sa.gov.au,http://www.libraries.sa.gov.au,NULL,"School terms: Mon, Tues 8.30am - 4pm, Wed - Fri 8.30am - 5pm, Sat 10am - 4pm, School holidays: Tues - Fri 10am - 4pm, Sat 10am - 4pm, After hours returns available",The Dc Of Yankalilla,138.354834,-35.455886
Victor Harbor Public Library,"1 Bay Rd, Victor Harbor  5211",8551 0730,library@victor.sa.gov.au,http://www.victor.sa.gov.au,NULL,"Mon, Tues, Thurs, Fri 9.30am - 5.30pm, Wed 10am - 6pm, Sat 9am - 12 noon",City Of Victor Harbor,138.611771,-35.557319
Kangaroo Island Library Service,"Dauncey St, Kingscote  5223",8553 4516,library@kicouncil.sa.gov.au,http://www.kangarooisland.sa.gov.au,NULL,"Mon - Fri 9am - 5pm, Sat 9am - 12 noon Penneshaw: Tues, Thurs 10am - 12 noon, Wed 12 noon - 2pm",Kangaroo Island Council,137.638139,-35.656837
Kangaroo Island Library - Penneshaw Annex,"Penneshaw Campus of KICE, Hogg Bay Rd, Penneshaw 5220",08 8553 1067,library@kicouncil.sa.gov.au,http://www.kangarooisland.sa.gov.au/goto/library,NULL,NULL,Kangaroo Island Council,137.932277,-35.720102
Bordertown Public Library,"55 Woolshed St, Bordertown  5268",8752 1473,NULL,http://www.tatiara.sa.gov.au,NULL,"Mon 9.30am - 5.30pm, Tues 9.30am - 5.30pm, Wed 9.30am - 6pm, Thurs 9.30am - 6pm, Fri 9.30am - 5.30pm, Sat 9.30am - 11.30am",Tatiara Dc,140.773588,-36.310907
Keith School Community Library,"Tolmer Tce, Keith  5267",8755 3236,library@keithas.sa.edu.au,http://www.libraries.sa.gov.au,NULL,"School terms: Mon 8.30am - 3.15pm, Tues - Fri 8.30am - 4.30pm, Sat 9.30am - 12 noon School holidays: Tues - Fri 9.30am - 12.30pm, 1.30pm - 4.30pm, Sat 9.30am - 12 noon",Tatiara Dc,140.353128,-36.099426
Kingston School Community Library,"46 East Tce, Kingston  5275",8767 2677,library@wattlerange.sa.gov.au,http://www.kingstonlibrary.com.au,NULL,"School terms: Mon, Wed, Fri 9am - 5pm, Tues, Thurs 9am - 6pm, Sat 9.30am - 12.30pm School holidays: Wed, Fri 9.30am - 1pm, 2pm - 5pm, Tues, Thurs 9.30am - 1pm, 2pm - 6pm, Sat 9.30am - 12.30pm",Kingston Dc,139.855665,-36.837417
Lucindale School Community Library,"Gum Ave, Lucindale  5272",8766 2084,NULL,http://www.libraries.sa.gov.au,NULL,"School terms: Mon, Tues, Fri 9am - 4pm, Wed, Thurs 9am - 5pm, Sat 9am - 11.30am School holidays: Tues 9am - 12 noon & 1pm - 4pm, Thurs 9am - 12.30pm & 1pm - 5pm, Fri 9am - 12 noon & 1pm - 3.30pm, Sat 9am - 11.30am",Naracoorte Lucindale Council,140.369663,-36.971239
Naracoorte Public Library,"De Garis Pl, Naracoorte  5271",8762 2338,NULL,http://www.naracoortelucindale.sa.gov.au/site/page.cfm?u=108,NULL,"Mon - Wed, Fri 8.30am - 5.30pm, Thurs 8.30am - 8pm, Sat 8.30am - 12 noon",Naracoorte Lucindale Council,140.741421,-36.956215
Robe Public Library,"Mundy Tce, Robe  5276",8768 2465,robelibrary@plain.sa.gov.au,http://www.council.robe.sa.gov.au,Co-located with Robe Visitor Information Centre,"Mon - Fri 9am - 5pm Sat, Sun 10am - 4pm Public holidays 10am - 1pm",Dc Of Robe,139.754797,-37.16247
Millicent Public Library,"Ridge Tce, Millicent  5280",8733 0903,library@wattlerange.sa.gov.au,http://www.wattlerange.sa.gov.au,NULL,"Tues, Fri 9am - 5.30pm, 6.30pm - 8.30pm, Wed, Thurs 9am - 5.30pm, Sat 9am - 12 noon",Wattle Range Council,140.346286,-37.594346
Penola School Community Library,"43 Cameron St, Penola  5277",8737 2838,NULL,http://www.wattlerange.sa.gov.au,NULL,"School terms: Mon, Wed - Fri 8.30am - 4pm, Tues 8.30am - 7pm, Sat 9.30am - 12 noon Closed for lunch 1pm - 2pm, closed on public holidays School holidays: Tues 10am - 8pm, Wed - Fri 9am - 4pm, Sat 9.30am - 12 noon",Wattle Range Council,140.84388,-37.373692
Mount Gambier Public Library,"6 Watson Tce, Mount Gambier  5290",8721 2540,publiclibrary@mountgambier.sa.gov.au,http://www.mountgambier.sa.gov.au/library,NULL,"Mon - Fri 9am - 6pm, Sat, Sun 10am - 4pm",City Of Mount Gambier,140.780844,-37.829581
Andamooka School Community Library,"Government Rd, Andamooka  5722",8672 7113,NULL,http://www.libraries.sa.gov.au,NULL,NULL,NULL,137.163547,-30.449865
Leigh Creek School Community Library,"Blackoak Dr, Leigh Creek  5731",8675 2803,NULL,http://www.libraries.sa.gov.au,NULL,"School terms: Mon 8.30am - 4pm, Tues, Fri 8.30am - 4.30pm, 7pm - 9pm, Wed, Thurs 8.30am - 4.30pm, Sat 9am - 12 noon School holidays: Tues 12 noon - 4.30pm & 7pm - 9pm, Wed 9am - 1pm, Thurs 12 noon - 4.30pm, Fri 12 noon - 4.30pm & 7pm - 9pm, Sat 9am - 12pm",NULL,138.401284,-30.592349
Woomera Community Library,"Woomera Area School, Dewrang Ave, Woomera  5720",8673 7287,community.library@woomera.sa.edu.au,http://www.woomera.sa.edu.au,NULL,"School terms: Mon 12.30pm - 5.30pm, 7pm - 9pm, Tues, Wed 12.30pm - 5.30pm, Thurs, Fri 12.30pm - 4.30pm School holidays: Mon 12.30pm - 4.30pm, 7pm - 9pm, Tues - Fri 12.30pm - 4.30pm",NULL,136.825471,-31.19946
Owen Community Library,"Fourth St, Owen",8528 6116,NULL,http://www.wakefieldrc.sa.gov.au,NULL,Contact Council,Wakefield Regional Council,138.5427723,-34.27169359
